address,checkins,city,country,created,distance,group_id,group_photo,icon,latitude,longitude,pid,place_id,title,type,updated,description,geocoded,kind,lat,lng,precision,request,response_status,dist,xcoord,ycoord
Новоизмайловский проспект 24к2,27,,,1426350490,289,,,https://vk.com/images/places/place.png,59.861314,30.307771,11266045,11266045,"Метро Парк Победы,спб",21,1514131685,"Санкт-Петербург, Россия","Санкт-Петербург, Новоизмайловский проспект, 24к2",house,30.307972,59.861507,exact,"Санкт-Петербург, Новоизмайловский проспект 24к2",OK,0.000278657495856852,349245.274095148,6639051.36767936
Новоизмайловский проспект 24к2,19,,,1424464195,295,,,https://vk.com/images/places/place.png,59.8613,30.307894,11061489,11061489,Трк радуга. Метро Парк Победы,21,1513963913,"Санкт-Петербург, Россия","Санкт-Петербург, Новоизмайловский проспект, 24к2",house,30.307972,59.861507,exact,"Санкт-Петербург, Новоизмайловский проспект 24к2",OK,0.00022120804686444,349245.274095148,6639051.36767936
Новоизмайловский проспект 24к2,17,,,1426351055,294,,,https://vk.com/images/places/place.png,59.861327,30.307869,11266134,11266134,Московский район санкт-петербурга,21,1515936281,"Санкт-Петербург, Россия","Санкт-Петербург, Новоизмайловский проспект, 24к2",house,30.307972,59.861507,exact,"Санкт-Петербург, Новоизмайловский проспект 24к2",OK,0.000207386113316852,349245.274095148,6639051.36767936
улица Бассейная 17,55,,,1373618082,223,,,https://vk.com/images/places/place.png,59.865082,30.306539,5954631,5954631,Санкт-Петербургский городской суд,21,1513706868,"Санкт-Петербург, Россия","Санкт-Петербург, Бассейная улица, 17",house,30.30666,59.864408,exact,"Санкт-Петербург, улица Бассейная 17",OK,0.000684775145579937,349184.964824592,6639377.24892854
Новоизмайловский проспект 16к11,18,,,1377368704,340,,,https://vk.com/images/places/place.png,59.866361,30.307499,6273430,6273430,Межвузовский Студ. Городок,21,1505549961,"Санкт-Петербург, Россия","Санкт-Петербург, Новоизмайловский проспект, 16к11",house,30.307172,59.866405,exact,"Санкт-Петербург, Новоизмайловский проспект 16к11",OK,0.000329946965438817,349222.665493389,6639598.35801323
Новоизмайловский проспект 16к7,38,,,1450977748,346,,,https://vk.com/images/places/place.png,59.868078,30.307863,13699557,13699557,Saint-Petesburg??,21,1516347661,"Санкт-Петербург, Россия","Санкт-Петербург, Новоизмайловский проспект, 16к7",house,30.308017,59.867746,exact,"Санкт-Петербург, Новоизмайловский проспект 16к7",OK,0.000365978141423315,349276.031196376,6639745.69376641
Новоизмайловский проспект 16к7,13,,,1381268581,343,,,https://vk.com/images/places/place.png,59.867478,30.308443,6630447,6630447,"Санкт-Петербург,Таврический сад",21,1503237722,"Санкт-Петербург, Россия","Санкт-Петербург, Новоизмайловский проспект, 16к7",house,30.308017,59.867746,exact,"Санкт-Петербург, Новоизмайловский проспект 16к7",OK,0.000503289181278819,349276.031196376,6639745.69376641
улица Кузнецовская 22,10,,,1394983135,367,,,https://vk.com/images/places/place.png,59.871891,30.309305,8002601,8002601,Кузнецовская 22,21,1514726855,"Санкт-Петербург, Россия","Санкт-Петербург, Кузнецовская улица, 22",house,30.308691,59.871893,exact,"Санкт-Петербург, улица Кузнецовская 22",OK,0.000614003257322668,349332.520453459,6640205.73994207
"наб. Обводного канала, 118",44,,,1434996609,252,,,https://vk.com/images/places/place.png,59.907608,30.30725,12159711,12159711,grandibrands,21,1488962186,"Санкт-Петербург, Россия","Санкт-Петербург, набережная Обводного канала, 118С",house,30.307352,59.908101,exact,"Санкт-Петербург, наб. Обводного канала, 118",OK,0.000503441158427809,349421.548825184,6644238.91021627
Обводного Канала набережная 118,191,,,1409314000,256,,,https://vk.com/images/places/place.png,59.907113,30.307272,9429224,9429224,Варшавский экспресс,21,1516902351,"Санкт-Петербург, Россия","Санкт-Петербург, набережная Обводного канала, 118С",house,30.307352,59.908101,exact,"Санкт-Петербург, Обводного Канала набережная 118",OK,0.000991233574895032,349421.548825184,6644238.91021627
Обводного Канала набережная 118,39,,,1428159697,278,,,https://vk.com/images/places/place.png,59.907373,30.30771,11475735,11475735,Музей ржд,21,1516569165,"Санкт-Петербург, Россия","Санкт-Петербург, набережная Обводного канала, 118С",house,30.307352,59.908101,exact,"Санкт-Петербург, Обводного Канала набережная 118",OK,0.000811263212528627,349421.548825184,6644238.91021627
"Измайловский пр., д.31, Тату-студия «ODIN»",25,2,1,1451967635,232,13074978,https://pp.userapi.com/c824502/v824502608/7aa8f/OkbcSt_tMPI.jpg,https://vk.com/images/places/place.png,59.909567,30.306876,1183615,1183615,ODIN Tattoo Studio,21,1514303231,"Санкт-Петербург, Россия","Санкт-Петербург, Измайловский проспект, 31",house,30.306876,59.909567,exact,"Санкт-Петербург, Измайловский пр., д.31, Тату-студия «ODIN»",OK,7.105427357601e-15,349401.580673641,6644403.16620397
улица 12-я Красноармейская 8,12,,,1460237787,134,,,https://vk.com/images/places/place.png,59.911382,30.305134,14663652,14663652,12 Красноармейская д.8,21,1516715838,"Санкт-Петербург, Россия","Санкт-Петербург, 12-я Красноармейская улица, 8",house,30.30525,59.911417,exact,"Санкт-Петербург, улица 12-я Красноармейская 8",OK,0.000121165176518441,349319.074478909,6644612.78071579
Измайловский просп. 19,15,2,1,1280742123,251,,,https://vk.com/images/places/restaraunt.png,59.911999,30.306975,6143,6143,Saloon Montana,3,1502983290,"Санкт-Петербург, Россия","Санкт-Петербург, Измайловский проспект, 19",house,30.306472,59.91198,exact,"Санкт-Петербург, Измайловский просп. 19",OK,0.0005033587190119,349389.930219242,6644672.66436803
Троицкий проспект 8,16,,,1387297887,87,,,https://vk.com/images/places/place.png,59.915643,30.30187,7216731,7216731,Троицкий проспект 6,21,1509394085,"Санкт-Петербург, Россия","Санкт-Петербург, Троицкий проспект, 8",house,30.300938,59.915697,exact,"Санкт-Петербург, Троицкий проспект 8",OK,0.000933563066962749,349097.483470681,6645098.98868927
Фонтанки реки набережная 130,23,,,1372434366,138,,,https://vk.com/images/places/place.png,59.917734,30.304495,5859149,5859149,Театр Дождей,21,1512204494,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 130",house,30.304226,59.917935,exact,"Санкт-Петербург, Фонтанки реки набережная 130",OK,0.000335800536039199,349291.394499211,6645340.59781825
Фонтанки реки набережная 130,33,,,1379942057,157,,,https://vk.com/images/places/place.png,59.918068,30.304199,6509541,6509541,Арт-кафе африка,21,1515045971,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 130",house,30.304226,59.917935,exact,"Санкт-Петербург, Фонтанки реки набережная 130",OK,0.000135712932336072,349291.394499211,6645340.59781825
Измайловский проспект 7А,20,,,1384532363,182,,,https://vk.com/images/places/place.png,59.916368,30.305855,6949713,6949713,Измайловский проспект,21,1515079592,"Санкт-Петербург, Россия","Санкт-Петербург, Измайловский проспект, 7А",house,30.305825,59.916451,exact,"Санкт-Петербург, Измайловский проспект 7А",OK,8.82553114457421e-05,349374.028854212,6645171.78139697
"190005, Санкт-Петербург, улица 1-я Красноармейская, дом 15, литера А, Адрес ТК Измайловский Гостиный Двор",14,2,1,1360230795,366,49385148,https://pp.userapi.com/c418422/v418422551/24bd/OgFd-HLanHw.jpg,https://vk.com/images/places/home.png,59.916302,30.309203,4645179,4645179,Измайловский Гостиный Двор,1,1507401595,"Санкт-Петербург, Россия","Санкт-Петербург, 1-я Красноармейская улица, 15",house,30.309077,59.916275,exact,"Санкт-Петербург, 190005, Санкт-Петербург, улица 1-я Красноармейская, дом 15, литера А, Адрес ТК Измайловский Гостиный Двор",OK,0.000128860389571681,349554.978449137,6645144.79577995
Никольский переулок 9,14,,,1423593705,147,,,https://vk.com/images/places/place.png,59.919489,30.304909,10962674,10962674,Pastilacafe,21,1498590680,"Санкт-Петербург, Россия","Санкт-Петербург, Никольский переулок, 7",house,30.304424,59.919978,near,"Санкт-Петербург, Никольский переулок 9",not exact precison,0.000688727812711846,349311.72393499,6645567.54315542
Измайловский проспект 3,25,,,1375908485,227,,,https://vk.com/images/places/place.png,59.918016,30.306551,6149716,6149716,Санкт Петербург Измайловский проспект,21,1514775309,"Санкт-Петербург, Россия","Санкт-Петербург, Измайловский проспект, 3",house,30.30719,59.918129,exact,"Санкт-Петербург, Измайловский проспект 3",OK,0.000648914478189384,349457.916457411,6645355.44593356
Фонтанки реки набережная 127,20,,,1382820389,241,,,https://vk.com/images/places/place.png,59.919293,30.306919,6777054,6777054,Фонтанки 129,21,1514892068,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 127",house,30.307065,59.919725,exact,"Санкт-Петербург, Фонтанки реки набережная 127",OK,0.00045600438594072,349458.161012736,6645533.37324027
Измайловский проспект 5,16,,,1391245122,268,,,https://vk.com/images/places/place.png,59.917834,30.307209,7608542,7608542,CLUBOK AFTERPARTY,21,1495637376,"Санкт-Петербург, Россия","Санкт-Петербург, Измайловский проспект, 5",house,30.307172,59.917732,exact,"Санкт-Петербург, Измайловский проспект 5",OK,0.000108503456173272,349455.11214669,6645311.29873681
Измайловский проспект 1,12,,,1400336249,273,,,https://vk.com/images/places/place.png,59.918663,30.307641,8554136,8554136,Qalata,21,1507639782,"Санкт-Петербург, Россия","Санкт-Петербург, Измайловский проспект, 1",house,30.30719,59.918453,exact,"Санкт-Петербург, Измайловский проспект 1",OK,0.000497494723589624,349459.384153341,6645391.50879717
Никольский переулок,111,,,1371935995,94,,,https://vk.com/images/places/place.png,59.921232,30.303873,5818358,5818358,Никольский собор,21,1516383474,"Санкт-Петербург, Россия","Санкт-Петербург, Никольский переулок",street,30.304217,59.920627,street,"Санкт-Петербург, Никольский переулок",not exact precison,0.000695960487383508,349303.099686587,6645640.25140398
"Большая Подъяческая 39, Pastilacafe",184,2,1,1456903419,128,46544268,https://pp.userapi.com/c639430/v639430324/1641c/PtTmJnX-xOs.jpg,https://vk.com/images/places/place.png,59.920397,30.30499,4974167,4974167,Pastila,21,1516455810,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Подьяческая улица, 39",house,30.304972,59.920104,exact,"Санкт-Петербург, Большая Подъяческая 39, Pastilacafe",OK,0.000293552380334106,349342.918272187,6645580.32010982
улица Садовая 67,69,2,1,1415320626,162,27494922,https://pp.userapi.com/c629204/v629204073/2b543/PDQve0xy-zY.jpg,https://vk.com/images/places/place.png,59.921935,30.303921,10069682,10069682,Изба - Русская кухня,21,1510172211,"Санкт-Петербург, Россия","Санкт-Петербург, Садовая улица, 67",house,30.304028,59.921926,exact,"Санкт-Петербург, улица Садовая 67",OK,0.000107377837557028,349298.429749368,6645785.2669696
Канала Грибоедова набережная 125,13,,,1458470949,199,,,https://vk.com/images/places/place.png,59.922397,30.302919,14473366,14473366,Ресторан Антрэ,21,1501324865,"Санкт-Петербург, Россия","Санкт-Петербург, набережная канала Грибоедова, 125",house,30.303022,59.922603,exact,"Санкт-Петербург, Канала Грибоедова набережная 125",OK,0.000230315001687264,349245.287874361,6645862.91144766
Никольская пл. 6,49,2,1,1280742078,64,,,https://vk.com/images/places/restaraunt.png,59.923022,30.303085,4059,4059,Entree,3,1505077419,"Санкт-Петербург, Россия","Санкт-Петербург, Никольская площадь, 6",house,30.302528,59.9229,exact,"Санкт-Петербург, Никольская пл. 6",OK,0.000570204349332606,349219.032375291,6645897.09432633
Канала Грибоедова набережная 123,13,,,1467816203,67,,,https://vk.com/images/places/place.png,59.922976,30.303401,15422542,15422542,"Набережная канала Грибоедова 123 А, Санкт-Петербург, Россия",21,1514190151,"Санкт-Петербург, Россия","Санкт-Петербург, набережная канала Грибоедова, 123",house,30.303328,59.923004,exact,"Санкт-Петербург, Канала Грибоедова набережная 123",OK,7.81856764373294e-05,349264.205454672,6645906.84781589
Садовая 65,25,2,1,1280742123,131,,,https://vk.com/images/places/restaraunt.png,59.922084,30.304951,6935,6935,Персия,3,1472767651,"Санкт-Петербург, Россия","Санкт-Петербург, Садовая улица, 65",house,30.30481,59.922116,exact,"Санкт-Петербург, Садовая 65",OK,0.000144585614789615,349342.98802777,6645804.63465203
"набережная канала Грибоедова, 108",16,2,1,1483952211,198,50717449,https://pp.userapi.com/c629411/v629411595/1a619/AKR2JD5SDHs.jpg,https://vk.com/images/places/place.png,59.92408,30.304274,14224393,14224393,ЧЕМОДАНЫ ИЗ ФИНЛЯНДИИ,21,1509480509,"Санкт-Петербург, Россия","Санкт-Петербург, набережная канала Грибоедова, 106",house,30.304316,59.924104,near,"Санкт-Петербург, набережная канала Грибоедова, 108",not exact precison,4.83735464923666e-05,349324.399875799,6646027.03369056
Садовая 59,47,,,1416328690,256,,,https://vk.com/images/places/place.png,59.922933,30.307239,10181143,10181143,Садовая 59,21,1515858351,"Санкт-Петербург, Россия","Санкт-Петербург, Садовая улица, 59",house,30.307307,59.922697,exact,"Санкт-Петербург, Садовая 59",OK,0.000245601302919999,349485.14721927,6645863.62184163
улица Садовая 56,14,,,1451587272,253,,,https://vk.com/images/places/place.png,59.922399,30.307269,13747606,13747606,"Ул. Садовая 59 Saint Petersburg, Russia",21,1513448846,"Санкт-Петербург, Россия","Санкт-Петербург, Садовая улица, 56",house,30.307271,59.922219,exact,"Санкт-Петербург, улица Садовая 56",OK,0.000180011110775616,349480.97031467,6645810.49982724
Канала Грибоедова набережная 104,12,,,1443821243,54,,,https://vk.com/images/places/place.png,59.924828,30.30294,13030264,13030264,Римского-Корсакого,21,1512212227,"Санкт-Петербург, Россия","Санкт-Петербург, набережная канала Грибоедова, 104",house,30.303085,59.924812,exact,"Санкт-Петербург, Канала Грибоедова набережная 104",OK,0.000145880087740658,349258.83055216,6646108.64074089
"Малая Подьяческая ул., 3",10,,,1460548546,150,,,https://vk.com/images/places/place.png,59.925639,30.301944,14694973,14694973,канал Грибоедова д.100,21,1507748551,"Санкт-Петербург, Россия","Санкт-Петербург, Малая Подьяческая улица, 3",house,30.301639,59.925858,exact,"Санкт-Петербург, Малая Подьяческая ул., 3",OK,0.000375481024818758,349182.78609634,6646228.35999578
"г.Санкт-Петербург  Большая Подьяческая ул. д.7, My Friends PUB",19,2,1,1364480078,186,51350157,https://pp.userapi.com/c836426/v836426568/24d9/TNkbArtrc-U.jpg,https://vk.com/images/places/place.png,59.92557,30.305025,5019545,5019545,MFP | Паб My Friends Pub,21,1509555355,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Подьяческая улица, 7А",house,30.304442,59.9258,number,"Санкт-Петербург, г.Санкт-Петербург  Большая Подьяческая ул. д.7, My Friends PUB",not exact precison,0.000626728808981216,349339.131195606,6646215.52029636
улица Средняя Подьяческая 4,31,,,1458582436,85,,,https://vk.com/images/places/place.png,59.92618,30.304254,14487530,14487530,Music Atelier Goncharov - St. Petersburg,21,1516373033,"Санкт-Петербург, Россия","Санкт-Петербург, Средняя Подьяческая улица, 4",house,30.304019,59.92612,exact,"Санкт-Петербург, улица Средняя Подьяческая 4",OK,0.00024253865671388,349316.94884937,6646252.10090991
улица Подьяческая Большая 3,50,,,1372431988,133,,,https://vk.com/images/places/place.png,59.926136,30.305113,5858901,5858901,Mariinskiy theatre,21,1515245994,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Подьяческая улица, 1-3",house,30.305349,59.926237,exact,"Санкт-Петербург, улица Подьяческая Большая 3",OK,0.000256704109824208,349391.787961094,6646262.09631968
"Санкт-Петербург,  наб. канала Грибоедова, 79",11,,,1475505854,285,,,https://vk.com/images/places/place.png,59.926763,30.307732,16240579,16240579,"Санкт-Петербург,  наб. канала Грибоедова, 79",21,1504375564,"Санкт-Петербург, Россия","Санкт-Петербург, набережная канала Грибоедова, 79/23",house,30.307595,59.926828,exact,"Санкт-Петербург, Санкт-Петербург,  наб. канала Грибоедова, 79",OK,0.00015163772617512,349519.951350215,6646322.76887795
Декабристов 13,65,2,1,1280742123,57,,,https://vk.com/images/places/restaraunt.png,59.928537,30.303229,10268,10268,Сеновал,3,1507992698,"Санкт-Петербург, Россия","Санкт-Петербург, улица Декабристов, 13",house,30.303184,59.92832,exact,"Санкт-Петербург, Декабристов 13",OK,0.000221616786374054,349280.277991727,6646498.87342299
Фонарный пер. 7,13,2,1,1280742078,132,,,https://vk.com/images/places/restaraunt.png,59.928032,30.305097,3672,3672,Тан Жен,3,1515085068,"Санкт-Петербург, Россия","Санкт-Петербург, Фонарный переулок, 7",house,30.304963,59.928068,exact,"Санкт-Петербург, Фонарный пер. 7",OK,0.000138751576567221,349378.52365551,6646466.77449286
"ул. Декабристов, 12",17,,,1458980053,157,,,https://vk.com/images/places/place.png,59.928562,30.305395,14529517,14529517,"Пельмени-Бар ""Отменная Пельменная""",21,1475237491,"Санкт-Петербург, Россия","Санкт-Петербург, улица Декабристов, 12",house,30.305493,59.928573,exact,"Санкт-Петербург, ул. Декабристов, 12",OK,9.86154146143779e-05,349410.422953613,6646521.77753961
наб. реки Мойки 82,37,2,1,1280742078,201,,,https://vk.com/images/places/restaraunt.png,59.929867,30.303462,3643,3643,Идиот,3,1515484467,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Мойки, 82",house,30.303319,59.930268,exact,"Санкт-Петербург, наб. реки Мойки 82",OK,0.000425734659150852,349296.658080068,6646715.38833474
Мойки реки набережная 82,10,,,1393173564,86,,,https://vk.com/images/places/place.png,59.930336,30.304092,7815921,7815921,Мойки 82,21,1487434476,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Мойки, 82",house,30.303319,59.930268,exact,"Санкт-Петербург, Мойки реки набережная 82",OK,0.000775985180268944,349296.658080068,6646715.38833474
Мойки реки набережная 101,13,,,1379773858,113,,,https://vk.com/images/places/place.png,59.930709,30.304112,6494757,6494757,Набережная реки мойки 72,21,1489212524,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Мойки, 101",house,30.303831,59.931003,exact,"Санкт-Петербург, Мойки реки набережная 101",OK,0.000406690299863225,349328.594621642,6646796.03183963
улица Морская Большая 51,78,,,1373823053,178,,,https://vk.com/images/places/place.png,59.931489,30.30373,5970791,5970791,Отель Domina Prestige. Ресторан Arcobaleno.,21,1515240601,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 51",house,30.30375,59.931603,exact,"Санкт-Петербург, улица Морская Большая 51",OK,0.000115741090373159,349326.791512226,6646862.99934213
Мойки реки набережная 99,19,,,1427557434,151,,,https://vk.com/images/places/place.png,59.931051,30.304347,11403407,11403407,Дом архитекторов,21,1514975400,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Мойки, 99",house,30.304289,59.931062,exact,"Санкт-Петербург, Мойки реки набережная 99",OK,5.90338885719417e-05,349354.447452402,6646801.55622376
"Почтамтская улица, 14",110,,,1386500748,198,,,https://vk.com/images/places/place.png,59.931569,30.301181,7138800,7138800,Государственный музей истории религии,21,1515849149,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 14",house,30.301127,59.931688,exact,"Санкт-Петербург, Почтамтская улица, 14",OK,0.000130678996014569,349180.651640415,6646878.43495902
Мойки реки набережная 97,16,,,1423928600,172,,,https://vk.com/images/places/place.png,59.931136,30.304762,10998988,10998988,Особняк половцева,21,1505144349,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Мойки, 97",house,30.304963,59.931107,exact,"Санкт-Петербург, Мойки реки набережная 97",OK,0.00020308126452362,349392.303080894,6646805.03094449
Мойки реки набережная 74,42,,,1372434973,223,,,https://vk.com/images/places/place.png,59.930512,30.30658,5859214,5859214,Синий мост,21,1515915606,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Мойки, 74",house,30.306337,59.930566,exact,"Санкт-Петербург, Мойки реки набережная 74",OK,0.000248927700349237,349466.606836139,6646741.6887865
Почтамтская 9,10,,,1374321935,187,,,https://vk.com/images/places/place.png,59.93146,30.301201,6013045,6013045,Почтамтская 9,21,1513103571,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 9",house,30.301001,59.932063,exact,"Санкт-Петербург, Почтамтская 9",OK,0.000635302290250524,349175.315923956,6646920.46149587
улица Почтамтская 14,15,,,1431878845,197,,,https://vk.com/images/places/place.png,59.931558,30.301176,11856069,11856069,Музей Истории Религии,21,1512203887,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 14",house,30.301127,59.931688,exact,"Санкт-Петербург, улица Почтамтская 14",OK,0.000138928038925575,349180.651640415,6646878.43495902
Почтамтский переулок 4,86,,,1368888958,80,,,https://vk.com/images/places/place.png,59.932445,30.301958,5525023,5525023,Центральный музей связи им. А. С. Попова,21,1515967208,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтский переулок, 4",house,30.301881,59.932531,exact,"Санкт-Петербург, Почтамтский переулок 4",OK,0.000115433963816262,349226.598209377,6646970.5470791
"Почтамтская ул.5, Мансарда",794,2,1,1335985364,92,18584335,https://pp.userapi.com/c630320/v630320542/2fc48/dLEWQs18Zkk.jpg,https://vk.com/images/places/place.png,59.932608,30.303319,2282675,2282675,Ресторан «Мансарда»,21,1516795980,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 3-5",house,30.303561,59.932775,exact,"Санкт-Петербург, Почтамтская ул.5, Мансарда",OK,0.000294028910141894,349321.550588764,6646993.87929366
улица Почтамтская 4,61,,,1379326798,124,,,https://vk.com/images/places/place.png,59.932749,30.304005,6453084,6453084,Ренессанс Отель,21,1516337623,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 4",house,30.304594,59.93268,exact,"Санкт-Петербург, улица Почтамтская 4",OK,0.00059302782396888,349378.823139223,6646980.95380919
Почтамтская 3,50,,,1373376702,125,,,https://vk.com/images/places/place.png,59.932789,30.303926,5934973,5934973,ОАО Газпром нефть,21,1515750435,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 3-5",house,30.303561,59.932775,exact,"Санкт-Петербург, Почтамтская 3",OK,0.000365268394473966,349321.550588764,6646993.87929366
Большая морская 52,31,,,1462368528,117,,,https://vk.com/images/places/place.png,59.931868,30.304833,14876297,14876297,Ресторан Особняк Половцева,21,1516560394,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 52",house,30.304612,59.931427,exact,"Санкт-Петербург, Большая морская 52",OK,0.000493276798570603,349374.146389575,6646841.44742699
улица Морская Большая 50,35,,,1382112098,134,,,https://vk.com/images/places/place.png,59.931598,30.305092,6710754,6710754,Дом Архитектора,21,1516626138,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 50",house,30.305196,59.931544,exact,"Санкт-Петербург, улица Морская Большая 50",OK,0.000117183616608424,349407.300426586,6646853.14110965
улица Почтамтская 3,176,,,1450683269,144,,,https://vk.com/images/places/place.png,59.933036,30.303709,13672947,13672947,"Санкт-петербург, Ресторан Мансарда",21,1516256148,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 3-5",house,30.303561,59.932775,exact,"Санкт-Петербург, улица Почтамтская 3",OK,0.000300041663776595,349321.550588764,6646993.87929366
Б.Морская 45,249,2,1,1280742123,144,,,https://vk.com/images/places/restaraunt.png,59.931934,30.305315,9081,9081,Тепло,3,1515148930,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 45",house,30.30543,59.931995,exact,"Санкт-Петербург, Б.Морская 45",OK,0.000130176802841386,349422.4167703,6646902.80733053
улица Большая Морская 45,46,,,1437685970,154,,,https://vk.com/images/places/place.png,59.932137,30.30544,12419152,12419152,Ресторан тепло,21,1515349050,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 45",house,30.30543,59.931995,exact,"Санкт-Петербург, улица Большая Морская 45",OK,0.000142351677198269,349422.4167703,6646902.80733053
Почтамтская 4,35,2,1,1280742078,150,,,https://vk.com/images/places/restaraunt.png,59.932505,30.30507,2651,2651,Терраса,3,1469204087,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 4",house,30.304594,59.93268,exact,"Санкт-Петербург, Почтамтская 4",OK,0.000507149879225684,349378.823139223,6646980.95380919
улица Почтамтская 1,162,,,1368348712,165,,,https://vk.com/images/places/place.png,59.932898,30.3048,5464762,5464762,Renaissance St Peterburg Baltic Hotel,21,1516439426,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 1",house,30.304585,59.93305,exact,"Санкт-Петербург, улица Почтамтская 1",OK,0.000263304006806387,349379.998342339,6647022.15722015
улица Почтамтская 3,15,,,1390290581,128,,,https://vk.com/images/places/place.png,59.932841,30.303853,7499858,7499858,Газпромнефть,21,1516655337,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 3-5",house,30.303561,59.932775,exact,"Санкт-Петербург, улица Почтамтская 3",OK,0.000299365996739113,349321.550588764,6646993.87929366
улица Почтамтская 3,24,,,1462529169,146,,,https://vk.com/images/places/place.png,59.933091,30.303511,14892308,14892308,Санкт Петербург Исакиевский собор,21,1514891778,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 3-5",house,30.303561,59.932775,exact,"Санкт-Петербург, улица Почтамтская 3",OK,0.000319931242624909,349321.550588764,6646993.87929366
"Большая Морская улица, 50, Санкт-Петербург, 190000",17,,,1419359674,149,,,https://vk.com/images/places/place.png,59.931443,30.305302,10504354,10504354,"Большая Морская улица, 50, Санкт-Петербург, 190000",21,1506804277,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 50",house,30.305196,59.931544,exact,"Санкт-Петербург, Большая Морская улица, 50, Санкт-Петербург, 190000",OK,0.000146413797158864,349407.300426586,6646853.14110965
улица Почтамтская 1,13,,,1371034958,159,,,https://vk.com/images/places/place.png,59.932902,30.304636,5737974,5737974,Бизе,21,1515849726,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 1",house,30.304585,59.93305,exact,"Санкт-Петербург, улица Почтамтская 1",OK,0.000156540729526782,349379.998342339,6647022.15722015
"ул. Почтамтская , 4",10,,,1464990120,171,,,https://vk.com/images/places/place.png,59.932851,30.305051,15140666,15140666,Ренессанс Санкт-Петербург Отель,21,1502547053,"Санкт-Петербург, Россия","Санкт-Петербург, Почтамтская улица, 4",house,30.304594,59.93268,exact,"Санкт-Петербург, ул. Почтамтская , 4",OK,0.000487944668989887,349378.823139223,6646980.95380919
"Большая Морская, 43",14,,,1499437800,197,,,https://vk.com/images/places/place.png,59.93214,30.306216,18546911,18546911,Особняк Демидовых,21,1516568872,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 43",house,30.305897,59.932117,exact,"Санкт-Петербург, Большая Морская, 43",OK,0.000319828078817821,349449.057010961,6646915.32411654
улица Якубовича 2,19,,,1367586831,210,,,https://vk.com/images/places/place.png,59.933713,30.303198,5379151,5379151,Декабрист,21,1513616094,"Санкт-Петербург, Россия","Санкт-Петербург, улица Якубовича, 2",house,30.303364,59.933686,exact,"Санкт-Петербург, улица Якубовича 2",OK,0.000168181449633984,349314.679432363,6647095.72684028
улица Большая Морская,23,,,1454680167,235,,,https://vk.com/images/places/place.png,59.932099,30.306915,14076522,14076522,"Санкт-Петербург, отель Астория",21,1516468308,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица",street,30.306058,59.931954,street,"Санкт-Петербург, улица Большая Морская",not exact precison,0.000869180073405285,349457.31186278,6646896.81511633
улица Большая Морская 44,15,,,1415460343,233,,,https://vk.com/images/places/place.png,59.931871,30.30692,10085133,10085133,Дом композиторов,21,1510911192,"Санкт-Петербург, Россия","Санкт-Петербург, Большая Морская улица, 44",house,30.306786,59.931932,exact,"Санкт-Петербург, улица Большая Морская 44",OK,0.000147231110843293,349497.879294925,6646892.71061727
